ICAO,Latitude,Longitude,Name
EPLL,"51° 43' 18.84"" N","19° 23' 53.16"" E",?ód? W?adys?aw Reymont Airport PL
EPLR,"51° 13' 18.84"" N","22° 23' 40.92"" E",Lublin Radwiec Airport PL
EPNT,"49° 27' 46.08"" N","20° 3' 1.08"" E",Nowy Targ Airport PL
EPOK,"54° 34' 46.92"" N","18° 31' 1.92"" E",Gdynia-Babie Doły Air Base PL
EPOP,"50° 37' 59.88"" N","17° 46' 54.12"" E",Opole-Polska Nowa Wieś Airport PL
EPPO,"52° 25' 15.61"" N","16° 49' 34.68"" E",Pozna?-?awica Airport PL
EPRZ,"50° 6' 36.00"" N","22° 1' 8.40"" E",Rzeszów-Jasionka Airport PL
EPSC,"63° 11' 38.85"" N","14° 30' 7.23"" E",Solidarity Szczecin–Goleniów Airport PL
EPSY,"53° 28' 54.69"" N","20° 56' 15.69"" E",Szczytno-Snationalrt PL
EPWA,"52° 9' 56.52"" N","20° 58' 1.56"" E",Warsaw Chopin Airport PL
EPWR,"51° 6' 9.72"" N","16° 53' 8.88"" E",Copernicus Airport Wroc?aw PL
EPZG,"52° 8' 18.60"" N","15° 47' 54.96"" E",Zielona Góra Airport PL
ESDF,"56° 16' 0.12"" N","15° 15' 54.00"" E",Ronneby Airport SE
ESFA,"56° 8' 3.87"" N","13° 52' 32.33"" E",Hässleholm Bokeberg Airport SE
ESGG,"57° 39' 46.08"" N","12° 16' 47.28"" E",Gothenburg-Landvetter Airport SE
ESGJ,"57° 45' 27.36"" N","14° 4' 7.32"" E",Jönköping Airport SE
ESGL,"58° 27' 55.80"" N","13° 10' 27.84"" E",Lidköping-Hovby Airport SE
ESGP,"57° 46' 28.92"" N","11° 52' 13.44"" E",Gothenburg City Airport (formerly Säve Flygplats) SE
ESGR,"58° 27' 23.05"" N","13° 58' 21.72"" E",Skövde Airport SE
ESGT,"58° 19' 5.16"" N","12° 20' 42.00"" E",Trollhättan-Vänersborg Airport SE
ESKK,"59° 20' 45.25"" N","14° 29' 45.24"" E",Karlskoga Airport SE
ESKM,"60° 57' 28.44"" N","14° 30' 41.04"" E",Mora Airport SE
ESKN,"58° 47' 18.96"" N","16° 54' 43.92"" E",Stockholm-Skavsta Airport SE
ESMK,"55° 55' 18.12"" N","14° 5' 7.80"" E",Kristianstad Airport SE
ESMO,"57° 21' 1.79"" N","16° 29' 52.80"" E",Oskarshamn Airport SE
ESMQ,"56° 41' 7.80"" N","16° 17' 15.36"" E",Kalmar Airport SE
ESMS,"55° 32' 10.70"" N","13° 22' 34.31"" E",Malmö-Sturup Airport SE
ESMT,"56° 41' 27.96"" N","12° 49' 12.72"" E",Halmstad Airport SE
ESMX,"56° 55' 44.76"" N","14° 43' 40.80"" E",Växjö Airport SE
ESND,"62° 2' 52.07"" N","14° 25' 22.44"" E",Sveg Airport SE
ESNG,"67° 7' 56.64"" N","20° 48' 52.56"" E",Gällivare Airport SE
ESNK,"63° 2' 54.96"" N","17° 46' 8.04"" E",Kramfors Sollefteä Airport SE
ESNL,"64° 32' 53.89"" N","18° 42' 58.32"" E",Lycksele Airport SE
ESNN,"62° 31' 41.16"" N","17° 26' 38.04"" E",Sundsvall-Härnösand Airport (Midlanda Airport) SE
ESNO,"63° 24' 29.87"" N","18° 59' 24.00"" E",Örnsköldsvik Airport SE
ESNQ,"67° 49' 19.19"" N","20° 20' 12.48"" E",Kiruna Airport SE
ESNS,"64° 37' 29.29"" N","21° 4' 36.84"" E",Skellefteä Airport SE
ESNU,"63° 47' 30.49"" N","20° 16' 58.08"" E",Alvik Airport SE
ESNV,"64° 34' 44.77"" N","16° 50' 0.96"" E",Vilhelmina Airport SE
ESNX,"65° 35' 25.09"" N","19° 16' 54.84"" E",Arvidsjaur Airport SE
ESNY,"61° 15' 41.40"" N","17° 5' 56.76"" E",Söderhamn Airport SE
ESNZ,"63° 11' 38.85"" N","14° 30' 7.23"" E",Åre Östersund Airport SE
ESOE,"59° 13' 25.33"" N","15° 2' 16.80"" E",Örebro Airport SE
ESOH,"60° 1' 12.36"" N","13° 34' 44.04"" E",Hagfors Airport SE
ESOK,"59° 26' 40.91"" N","13° 20' 14.64"" E",Karlstad Airport SE
ESOW,"59° 35' 21.84"" N","16° 38' 0.96"" E",Stockholm-Västerås Airport SE
ESPA,"65° 32' 37.68"" N","22° 7' 19.20"" E",Luleå Airport SE
ESSA,"59° 39' 6.84"" N","17° 55' 6.96"" E",Stockholm-Arlanda Airport SE
ESSB,"59° 21' 15.84"" N","17° 56' 30.12"" E",Stockholm-Bromma Airport SE
ESSD,"60° 25' 19.20"" N","15° 30' 54.72"" E",Borlänge Airport (Dala Airport) SE
ESSF,"57° 31' 32.88"" N","15° 49' 23.88"" E",Hultsfred Airport SE
ESSK,"60° 35' 35.88"" N","16° 57' 5.04"" E",Gävle Sandviken Airport SE
ESSL,"58° 24' 22.32"" N","15° 40' 49.80"" E",SAAB Airport SE
ESSP,"58° 35' 10.68"" N","16° 15' 2.16"" E",Norrköping Airport SE
ESST,"60° 9' 27.36"" N","12° 59' 28.68"" E",Torsby Airport SE
ESSU,"59° 21' 3.96"" N","16° 42' 30.24"" E",Eskilstuna Airport SE
ESSV,"57° 39' 46.08"" N","18° 20' 46.32"" E",Visby Airport SE
ESSW,"57° 46' 48.00"" N","16° 31' 24.96"" E",Västervik Airport SE
ESTA,"56° 17' 45.96"" N","12° 50' 49.56"" E",Ängelholm-Helsingborg Airport (former ICAO code: ESDB) SE
ESUD,"64° 57' 39.24"" N","17° 41' 47.76"" E",Storuman Airport SE
ESUE,"61° 52' 10.92"" N","12° 41' 21.84"" E",Idre Airport SE
ESUP,"67° 14' 44.15"" N","23° 4' 8.04"" E",Pajala Airport SE
ESUT,"65° 48' 21.96"" N","15° 4' 58.08"" E",Hemavan Airport SE
ETAD,"49° 58' 21.71"" N","6° 41' 33.00"" E",Spangdahlem Air Base DE
ETAR,"49° 26' 12.84"" N","7° 36' 1.01"" E",Ramstein Air Base DE
ETEJ,"49° 55' 14.00"" N","10° 54' 51.00"" E",Bamberg-Breitenau Airport DE
ETHC,"52° 35' 28.33"" N","10° 1' 19.56"" E",Celle Airport DE
ETHE,"52° 17' 28.32"" N","7° 23' 13.20"" E",Rheine Air Base DE
ETHF,"51° 6' 52.56"" N","9° 17' 9.60"" E",Fritzlar Airport DE
ETID,"50° 10' 9.12"" N","8° 57' 41.72"" E",Hanau Army Air Field DE
ETMN,"53° 46' 3.72"" N","8° 39' 30.60"" E",Nordholz Airport DE
ETNG,"50° 57' 38.88"" N","6° 2' 32.71"" E",NATO Air Base Geilenkirchen DE
ETNL,"53° 55' 5.53"" N","12° 16' 41.88"" E",Rostock Laage Airport DE
ETNN,"50° 49' 52.32"" N","6° 39' 29.41"" E",Norvenich Airport DE
ETNS,"54° 27' 33.48"" N","9° 30' 58.79"" E",Schleswig Airport DE
ETNU,"53° 36' 7.92"" N","13° 18' 21.60"" E",Neubrandenburg Airport DE
ETOU,"50° 2' 59.28"" N","8° 19' 31.44"" E",Wiesbaden Army Airfield DE
ETSF,"48° 12' 20.00"" N","11° 16' 1.00"" E",Fürstenfeldbruck Airport DE
ETSI,"48° 42' 56.51"" N","11° 32' 2.40"" E",Ingolstadt Manching Airport DE
ETUO,"51° 55' 22.07"" N","8° 18' 22.79"" E",Gütersloh Airport DE
ETUR,"51° 11' 58.92"" N","6° 7' 55.49"" E",RAF Brüggen DE
EVDA,"55° 56' 41.00"" N","26° 39' 54.00"" E",Daugavpils Airport LV
EVLA,"56° 31' 3.01"" N","21° 5' 48.84"" E",LiepÄja International Airport LV
EVRA,"56° 55' 24.96"" N","23° 58' 15.96"" E",Riga International Airport LV
EVVA,"57° 21' 28.08"" N","21° 32' 39.12"" E",Ventspils International Airport LV
EYKA,"54° 57' 50.05"" N","24° 5' 5.28"" E",Kaunas International Airport LT
EYKL,"55° 42' 42.84"" N","21° 14' 34.08"" E",Klaipeda Airport LT
EYPA,"55° 58' 23.53"" N","21° 5' 38.04"" E",Palanga International Airport LT
EYPP,"55° 43' 45.84"" N","24° 27' 38.88"" E",PanevÄ—Å¾ys Air Base LT
EYSA,"55° 53' 38.05"" N","23° 23' 42.00"" E",Šiauliai International Airport LT
EYSB,"56° 4' 14.15"" N","23° 33' 29.16"" E",Barysiai Airport LT
EYVI,"54° 38' 2.77"" N","25° 17' 8.88"" E",Vilnius International Airport LT
FAAB,"28° 34' 30.00"" S","16° 31' 59.88"" E",Kortdoorn Airport ZA
FAAG,"29° 16' 54.48"" S","18° 48' 50.04"" E",Aggeneys Airport ZA
FAAL,"22° 40' 44.40"" S","29° 3' 19.80"" E",Alldays Airport ZA
FABE,"32° 53' 49.55"" S","27° 16' 44.76"" E",Bisho Airport ZA
FABL,"29° 5' 33.72"" S","26° 18' 8.64"" E",Bloemfontein Airport ZA
FABU,"32° 19' 7.69"" S","28° 8' 14.64"" E",Butterworth Airport ZA
FACD,"32° 9' 24.12"" S","25° 38' 44.16"" E",Cradock Airport ZA
FACT,"33° 57' 53.29"" S","18° 36' 6.12"" E",Cape Town International Airport ZA
FADK,"28° 22' 6.24"" S","32° 14' 53.16"" E",Mubatuba Airport ZA
FADN,"29° 58' 12.36"" S","30° 57' 1.80"" E",Durban International Airport ZA
FADQ,"27° 50' 57.84"" S","32° 18' 34.92"" E",Zulu Inyala Airport ZA
FAEL,"33° 2' 8.16"" S","27° 49' 33.24"" E",East London Airport ZA
FAEM,"28° 43' 12.00"" S","31° 53' 24.00"" E",Empangeni Airport ZA
FAER,"23° 43' 36.12"" S","27° 41' 17.88"" E",Ellisras Matimba Airport ZA
FAFB,"28° 49' 23.16"" S","27° 54' 32.04"" E",Ficksburg Sentraoes Airport ZA
FAGC,"25° 59' 10.68"" S","28° 8' 24.36"" E",Grand Central Airport ZA
FAGG,"34° 0' 20.16"" S","22° 22' 44.04"" E",George Airport ZA
FAGI,"23° 16' 59.88"" S","30° 38' 60.00"" E",Giyani Airport ZA
FAGM,"26° 14' 33.00"" S","28° 9' 4.32"" E",Rand Airport ZA
FAHL,"28° 0' 29.88"" S","32° 16' 30.01"" E",Hluhluwe Airport ZA
FAHR,"28° 14' 6.36"" S","29° 6' 22.32"" E",Harrismith Airport ZA
FAHS,"24° 22' 6.96"" S","31° 2' 55.32"" E",Hoedspruit Air Force Base Airport ZA
FAKD,"26° 52' 15.96"" S","26° 43' 4.80"" E",P C Pelser Airport ZA
FAKM,"28° 48' 10.08"" S","24° 45' 54.72"" E",Kimberley Airport ZA
FAKN,"25° 22' 59.52"" S","31° 6' 20.16"" E",Kruger Mpumalanga International Airport ZA
FAKP,"25° 26' 25.08"" S","31° 55' 48.00"" E",Komatipoort Airport ZA
FAKU,"27° 27' 24.12"" S","23° 24' 41.04"" E",Johan Pienaar Airport ZA
FAKZ,"29° 41' 18.24"" S","17° 5' 38.40"" E",Kleinsee Airport ZA
FALA,"25° 56' 18.60"" S","27° 55' 33.96"" E",Lanseria Airport ZA
FALC,"28° 21' 36.36"" S","23° 26' 20.76"" E",Lime Acres Finsch Mine Airport ZA
FALD,"24° 45' 0.72"" S","31° 28' 32.52"" E",Londolozi Airport ZA
FALE,"29° 36' 52.00"" S","31° 7' 11.00"" E",King Shaka International Airport ZA
FALK,"31° 22' 0.12"" S","29° 34' 59.88"" E",Lusikisiki Airport ZA
FALO,"23° 3' 42.84"" S","29° 51' 52.92"" E",Louis Trichardt Airport ZA
FALW,"32° 58' 8.04"" S","18° 9' 37.08"" E",Langebaanweg Airport ZA
FALY,"28° 34' 54.12"" S","29° 44' 58.92"" E",Ladysmith Airport ZA
FAMD,"24° 49' 5.16"" S","31° 32' 40.56"" E",Mala Mala Airport ZA
FAMG,"30° 51' 26.64"" S","30° 20' 34.80"" E",Margate Airport ZA
FAMM,"25° 47' 54.24"" S","25° 32' 52.80"" E",Mmabatho International Airport ZA
FAMN,"25° 25' 48.00"" S","31° 34' 36.12"" E",Riverside Airport ZA
FAMO,"34° 9' 29.87"" S","22° 3' 30.96"" E",Mossel Bay Airport ZA
FAMS,"25° 42' 16.20"" S","26° 54' 32.40"" E",Morningside Farm Airport ZA
FAMU,"27° 37' 33.96"" S","32° 2' 39.48"" E",Mkuze Airport ZA
FANC,"27° 46' 14.16"" S","29° 58' 36.84"" E",Newcastle Airport ZA
FANG,"24° 23' 16.08"" S","31° 19' 32.88"" E",Ngala Airport ZA
FANS,"25° 30' 0.00"" S","30° 54' 49.68"" E",Nelspruit Airport ZA
FAOB,"34° 33' 17.64"" S","20° 15' 2.52"" E",Overberg Airport ZA
FAOH,"33° 36' 25.19"" S","22° 11' 20.40"" E",Oudtshoorn Airport ZA
FAOR,"26° 8' 21.12"" S","28° 14' 45.60"" E",OR Tambo International Airport ZA
FAPA,"33° 33' 15.12"" S","26° 52' 39.72"" E",Port Alfred Airport ZA
FAPE,"33° 59' 5.65"" S","25° 37' 2.28"" E",Port Elizabeth Airport ZA
FAPG,"34° 5' 25.09"" S","23° 19' 40.08"" E",Plettenberg Bay Airport ZA
FAPH,"23° 56' 13.92"" S","31° 9' 19.44"" E",Hendrik Van Eck Airport ZA
FAPI,"23° 55' 33.96"" S","29° 29' 3.84"" E",Pietersburg Municipal Airport ZA
FAPJ,"31° 36' 21.24"" S","29° 31' 11.28"" E",Port St Johns Airport ZA
FAPK,"29° 41' 0.96"" S","22° 46' 14.16"" E",Prieska Airport ZA
FAPM,"29° 38' 56.40"" S","30° 23' 55.32"" E",Pietermaritzburg Airport ZA
FAPN,"25° 20' 1.68"" S","27° 10' 24.24"" E",Pilanesberg International Airport ZA
FAPP,"23° 50' 43.08"" S","29° 27' 30.96"" E",Polokwane International Airport ZA
FAPS,"26° 40' 15.60"" S","27° 4' 54.84"" E",Potchefstroom Airport ZA
FAQT,"31° 55' 12.72"" S","26° 52' 55.92"" E",Queenstown Airport ZA
FARB,"28° 44' 27.60"" S","32° 5' 31.55"" E",Richards Bay Airport ZA
FARI,"27° 32' 49.92"" S","24° 10' 21.00"" E",Reivilo Airport ZA
FARS,"33° 48' 43.92"" S","19° 54' 10.08"" E",Robertson Airport ZA
FASB,"29° 41' 21.48"" S","17° 56' 22.56"" E",Springbok Airport ZA
FASC,"26° 31' 26.76"" S","29° 10' 12.36"" E",Secunda Airport ZA
FASD,"32° 57' 50.76"" S","17° 58' 9.48"" E",Saldanha /Vredenburg Airport ZA
FASE,"24° 56' 29.40"" S","31° 26' 40.56"" E",Sabi Sabi Airport ZA
FASS,"27° 38' 54.96"" S","22° 59' 57.48"" E",Sishen Airport ZA
FASZ,"24° 57' 39.24"" S","31° 35' 19.32"" E",Skukuza Airport ZA
FATH,"23° 4' 36.84"" S","30° 23' 0.96"" E",Thohoyandou Airport ZA
FATN,"29° 19' 4.08"" S","26° 49' 22.08"" E",Thaba Nchu Tar Airport ZA
FATZ,"23° 49' 27.84"" S","30° 19' 45.48"" E",Tzaneen Airport ZA
FAUL,"28° 19' 14.16"" S","31° 24' 59.40"" E",Prince Mangosuthu Buthelezi Airport ZA
FAUP,"28° 23' 56.76"" S","21° 15' 36.72"" E",Upington Airport ZA
FAUT,"31° 32' 52.44"" S","28° 40' 27.48"" E",K. D. Matanzima Airport ZA
FAVB,"26° 58' 56.64"" S","24° 43' 43.68"" E",Vryburg Airport ZA
FAVG,"29° 46' 14.16"" S","31° 3' 30.24"" E",Virginia Airport ZA
FAVR,"31° 38' 27.60"" S","18° 32' 41.28"" E",Vredendal Airport ZA
FAVY,"27° 47' 12.84"" S","30° 47' 47.04"" E",Vryheid Airport ZA
FAWB,"25° 39' 14.04"" S","28° 13' 27.12"" E",Wonderboom Airport ZA
FAWK,"25° 49' 48.00"" S","28° 13' 21.00"" E",Waterkloof Air Force Base Airport ZA
FAWM,"27° 59' 52.80"" S","26° 40' 10.56"" E",Welkom Airport ZA
FBFT,"21° 9' 34.56"" S","27° 28' 28.20"" E",Francistown Airport BW
FBGZ,"21° 41' 33.00"" S","21° 39' 29.16"" E",Ghanzi Airport BW
FBJW,"24° 36' 8.28"" S","24° 41' 27.60"" E",Jwaneng Airport BW
FBKE,"17° 49' 58.44"" S","25° 9' 44.64"" E",Kasane Airport BW
FBKR,"19° 8' 60.00"" S","23° 46' 58.80"" E",Khwai River Lodge Airport BW
FBMN,"19° 58' 21.36"" S","23° 25' 51.96"" E",Maun Airport BW
FBOR,"21° 16' 0.12"" S","25° 19' 0.12"" E",Orapa Airport BW
FBPY,"22° 34' 1.20"" S","27° 8' 60.00"" E",Palapye Airport BW
FBSK,"24° 33' 18.72"" S","25° 55' 5.52"" E",Sir Seretse Khama International Airport BW
FBSN,"20° 33' 12.24"" S","26° 6' 56.88"" E",Sua Pan Airport BW
FBSP,"22° 3' 29.88"" S","27° 49' 43.68"" E",Selebi Phikwe Airport BW
FBSW,"18° 22' 26.04"" S","21° 49' 57.36"" E",Shakawe Airport BW
FBTL,"22° 11' 21.12"" S","29° 7' 36.84"" E",Limpopo Valley Airport BW
FBTS,"26° 1' 59.88"" S","22° 23' 60.00"" E",Tshabong Airport BW
FCBB,"4° 15' 6.12"" S","15° 15' 10.80"" E",Maya Maya Airport CG
FCBD,"2° 31' 58.80"" S","14° 45' 0.00"" E",Djambala Airport CG
FCBK,"3° 57' 0.00"" S","14° 31' 1.20"" E",Kindamba Airport CG
FCBL,"2° 27' 0.00"" S","14° 31' 58.80"" E",Lague Airport CG
FCBM,"4° 0' 53.55"" S","13° 57' 58.00"" E",Mouyondzi Airport CG
FCBS,"3° 40' 58.80"" S","13° 21' 0.00"" E",Sibiti Airport CG
FCBY,"4° 13' 1.20"" S","13° 16' 58.80"" E",Yokangassi Airport CG
FCBZ,"2° 50' 60.00"" S","13° 49' 1.20"" E",Zanaga Airport CG
FCMM,"2° 57' 0.00"" S","12° 41' 60.00"" E",Mossendjo Airport CG
FCOB,"1° 1' 58.80"" S","15° 22' 58.80"" E",Boundji Airport CG
FCOE,"0° 52' 58.80"" S","14° 48' 0.00"" E",Ewo Airport CG
FCOG,"1° 52' 1.20"" S","15° 52' 1.20"" E",Gamboma Airport CG
FCOI,"1° 37' 1.20"" N","18° 4' 1.20"" E",Impfondo Airport CG
FCOK,"0° 4' 58.80"" S","14° 31' 58.80"" E",Kelle Airport CG
FCOM,"0° 1' 1.20"" S","15° 34' 58.80"" E",Makoua Airport CG
FCOO,"0° 31' 52.86"" S","15° 57' 0.36"" E",Owando Airport CG
FCOS,"2° 4' 1.20"" N","14° 7' 58.80"" E",Souanke Airport CG
FCOT,"3° 2' 60.00"" N","18° 30' 0.00"" E",Betou Airport CG
FCOU,"1° 36' 57.56"" N","16° 2' 16.44"" E",Ouesso Airport CG
FCPA,"3° 28' 58.80"" S","12° 37' 1.20"" E",Makabana Airport CG
FCPL,"4° 12' 22.86"" S","12° 39' 35.64"" E",Loubomo Airport CG
FCPP,"4° 48' 57.71"" S","11° 53' 11.76"" E",Pointe Noire Airport CG
FDMS,"26° 31' 44.40"" S","31° 18' 27.00"" E",Matsapha Airport SZ
FEFC,"4° 56' 13.20"" N","15° 53' 38.40"" E",Carnot Airport CF
FEFF,"4° 23' 54.53"" N","18° 31' 7.68"" E",Bangui M'Poko International Airport CF
FEFG,"4° 47' 6.00"" N","22° 46' 51.60"" E",Bangassou Airport CF
FEFI,"10° 14' 11.04"" N","22° 43' 0.84"" E",Birao Airport CF
FEFL,"5° 16' 1.20"" N","17° 37' 58.80"" E",Bossembélé Airport CF
FEFM,"5° 50' 48.98"" N","20° 38' 51.00"" E",Bambari Airport CF
FEFN,"8° 25' 37.94"" N","20° 38' 6.56"" E",N'Délé Airport CF
FEFO,"5° 57' 28.80"" N","15° 38' 13.20"" E",Bouar Airport CF
FEFR,"6° 31' 40.01"" N","21° 59' 21.84"" E",Bria Airport CF
FEFS,"6° 29' 31.20"" N","17° 25' 44.40"" E",Bossangoa Airport CF
FEFT,"4° 13' 17.69"" N","15° 47' 11.04"" E",Berbérati Airport CF
FEFW,"8° 0' 38.02"" N","22° 23' 54.96"" E",Ouadda Airport CF
FEFY,"6° 31' 12.00"" N","23° 15' 36.00"" E",Yalinga Airport CF
FEFZ,"5° 3' 0.00"" N","25° 8' 60.00"" E",Zemio Airport CF
FEGE,"5° 19' 58.84"" N","25° 55' 54.84"" E",M'Boki Airport CF
FEGF,"7° 18' 50.80"" N","18° 18' 31.68"" E",Batangafo Airport CF
FEGL,"9° 34' 58.80"" N","21° 43' 58.80"" E",Gordil Airport CF
FEGM,"5° 41' 38.40"" N","22° 48' 3.60"" E",Bakouma Airport CF
FEGO,"8° 53' 60.00"" N","22° 46' 58.80"" E",Ouanda Djallé Airport CF
FEGR,"4° 59' 19.00"" N","23° 55' 40.08"" E",Rafaï Airport CF
FEGU,"6° 31' 1.20"" N","18° 16' 1.20"" E",Bouca Airport CF
FEGZ,"6° 20' 39.01"" N","16° 19' 18.84"" E",Bozoum Airport CF
FHAW,"7° 58' 10.56"" S","14° 23' 37.32"" W",Wideawake Field SH
FIMP,"20° 25' 48.72"" S","57° 41' 0.96"" E",Sir Seewoosagur Ramgoolam International Airport MU
FIMR,"19° 45' 27.72"" S","63° 21' 39.60"" E",Plaine Corail Airport MU
FJDG,"7° 18' 47.77"" S","72° 24' 39.97"" E",Diego Garcia Naval Support Facility IO
FKAN,"4° 56' 60.00"" N","9° 55' 58.80"" E",Nkongsamba Airport CM
FKKB,"2° 52' 26.00"" N","9° 58' 40.01"" E",Kribi Airport CM
FKKC,"4° 5' 21.08"" N","9° 21' 37.91"" E",Tiko Airport CM
FKKD,"4° 0' 21.89"" N","9° 43' 10.13"" E",Douala Airport CM
FKKF,"5° 42' 15.01"" N","9° 18' 23.00"" E",Mamfe Airport CM
FKKH,"10° 5' 33.00"" N","14° 26' 44.16"" E",Kaélé Airport CM
FKKI,"4° 28' 30.00"" N","14° 21' 45.00"" E",Batouri Airport CM
FKKJ,"10° 21' 21.96"" N","15° 14' 13.92"" E",Yagoua Airport CM
FKKL,"10° 27' 5.04"" N","14° 15' 26.64"" E",Salak Airport CM
FKKM,"5° 38' 12.91"" N","10° 45' 2.88"" E",Foumban Nkounja Airport CM
FKKN,"7° 21' 25.24"" N","13° 33' 33.12"" E",N'Gaoundéré Airport CM
FKKO,"4° 32' 55.00"" N","13° 43' 33.96"" E",Bertoua Airport CM
FKKR,"9° 20' 9.20"" N","13° 22' 12.36"" E",Garoua International Airport CM
FKKS,"5° 26' 60.00"" N","10° 4' 1.20"" E",Dschang Airport CM
FKKU,"5° 32' 12.91"" N","10° 21' 16.56"" E",Bafoussem Airport CM
FKKV,"6° 2' 21.26"" N","10° 7' 21.36"" E",Bamenda Airport CM
FKKW,"2° 52' 33.60"" N","11° 11' 6.00"" E",Ebolowa Airport CM
FKKY,"3° 50' 9.74"" N","11° 31' 24.60"" E",Yaoundé Airport CM
FKYS,"3° 43' 21.22"" N","11° 33' 11.88"" E",Yaoundé Nsimalen International Airport CM
FLBA,"8° 51' 33.01"" S","31° 20' 11.04"" E",Mbala Airport ZM
FLCP,"13° 33' 29.88"" S","32° 35' 13.92"" E",Chipata Airport ZM
FLKE,"12° 34' 22.08"" S","27° 53' 38.04"" E",Kasompe Airport ZM
FLKL,"14° 59' 53.88"" S","22° 38' 43.44"" E",Kalabo Airport ZM
FLKO,"14° 48' 0.00"" S","24° 46' 58.80"" E",Kaoma Airport ZM
FLKS,"10° 13' 0.12"" S","31° 7' 59.88"" E",Kasama Airport ZM
FLKY,"8° 31' 30.00"" S","30° 39' 46.80"" E",Kasaba Bay Airport ZM
FLLI,"17° 49' 18.48"" S","25° 49' 21.72"" E",Livingstone Airport ZM
FLLK,"14° 22' 29.28"" S","23° 14' 58.20"" E",Lukulu Airport ZM
FLLS,"15° 19' 50.88"" S","28° 27' 9.36"" E",Lusaka International Airport ZM
FLMA,"11° 8' 13.20"" S","28° 52' 21.36"" E",Mansa Airport ZM
FLMF,"13° 15' 32.04"" S","31° 56' 11.76"" E",Mfuwe Airport ZM
FLMG,"15° 15' 16.20"" S","23° 9' 44.28"" E",Mongu Airport ZM
FLNA,"15° 57' 56.88"" S","25° 55' 59.88"" E",Ngoma Airport ZM
FLND,"12° 59' 53.16"" S","28° 39' 53.64"" E",Ndola Airport ZM
FLSN,"16° 6' 0.00"" S","23° 16' 1.20"" E",Senanga Airport ZM
FLSO,"12° 54' 1.80"" S","28° 8' 59.64"" E",Southdowns Airport ZM
FLSS,"17° 28' 34.68"" S","24° 18' 16.92"" E",Sesheke Airport ZM
FLSW,"12° 10' 25.32"" S","26° 21' 54.36"" E",Solwesi Airport ZM
FLZB,"13° 32' 9.96"" S","23° 6' 30.60"" E",Zambezi Airport ZM
FMCH,"11° 32' 1.32"" S","43° 16' 18.84"" E",Prince Said Ibrahim International Airport KM
FMCI,"12° 17' 53.16"" S","43° 45' 59.04"" E",Mohéli Bandar Es Eslam Airport KM
FMCN,"11° 42' 38.88"" S","43° 14' 38.04"" E",Iconi Airport KM
FMCV,"12° 7' 54.12"" S","44° 25' 49.09"" E",Ouani Airport KM
FMCZ,"12° 48' 16.92"" S","45° 16' 51.96"" E",Dzaoudzi Pamandzi International Airport YT
FMEE,"20° 53' 13.56"" S","55° 30' 37.08"" E",Roland Garros Airport RE
FMEP,"21° 19' 15.24"" S","55° 25' 30.00"" E",Pierrefonds Airport RE
FMMC,"20° 21' 19.41"" S","45° 32' 36.14"" E",Malaimbandy Airport MG
FMME,"19° 50' 21.20"" S","47° 3' 49.37"" E",Antsirabe Airport MG
FMMG,"18° 42' 4.58"" S","44° 36' 53.71"" E",Antsalova Airport MG
FMMH,"19° 49' 58.80"" S","48° 47' 60.00"" E",Mahanoro Airport MG
FMMI,"18° 47' 48.84"" S","47° 28' 43.69"" E",Antananarivo Arivonimamo Airport MG
FMMK,"18° 48' 18.03"" S","45° 16' 24.48"" E",Ankavandra Airport MG
FMML,"19° 41' 12.12"" S","44° 32' 30.84"" E",Belo sur Tsiribihina Airport MG
FMMN,"19° 33' 46.08"" S","45° 27' 2.89"" E",Miandrivazo Airport MG
FMMO,"18° 2' 60.00"" S","44° 1' 58.80"" E",Maintirano Airport MG
FMMQ,"19° 34' 58.80"" S","48° 48' 10.81"" E",Atsinanana Airport MG
FMMR,"17° 51' 0.30"" S","44° 55' 13.68"" E",Morafenobe Airport MG
FMMS,"17° 5' 38.04"" S","49° 48' 56.88"" E",Sainte Marie Airport MG
FMMT,"18° 6' 34.20"" S","49° 23' 33.01"" E",Toamasina Airport MG
FMMU,"17° 28' 33.96"" S","43° 58' 22.08"" E",Tambohorano Airport MG
FMMV,"20° 17' 4.92"" S","44° 19' 3.36"" E",Morondava Airport MG
FMMX,"18° 45' 34.84"" S","46° 3' 14.63"" E",Tsiroanomandidy Airport MG
FMMY,"19° 22' 60.00"" S","48° 57' 0.00"" E",Vatomandry Airport MG
FMMZ,"17° 47' 43.36"" S","48° 26' 33.30"" E",Ambatondrazaka Airport MG
FMNA,"12° 20' 57.84"" S","49° 17' 30.11"" E",Arrachart Airport MG
FMNC,"16° 9' 50.04"" S","49° 46' 25.68"" E",Mananara Nord Airport MG
FMND,"14° 39' 6.12"" S","49° 37' 14.17"" E",Andapa Airport MG
FMNE,"13° 11' 18.24"" S","48° 59' 16.80"" E",Ambilobe Airport MG
FMNF,"15° 11' 60.00"" S","48° 28' 58.81"" E",Avaratra Airport MG
FMNG,"15° 35' 3.43"" S","47° 37' 24.91"" E",Port Bergé Airport MG
FMNH,"14° 59' 57.84"" S","50° 19' 12.73"" E",Antsirabato Airport MG
FMNJ,"13° 38' 44.54"" S","48° 27' 33.94"" E",Ambanja Airport MG
FMNL,"14° 37' 46.92"" S","47° 45' 49.69"" E",Analalava Airport MG
