ICAO,Latitude,Longitude,Name
FMMI,"18° 47' 48.84"" S","47° 28' 43.69"" E",Antananarivo Arivonimamo Airport (Madagascar)
FMMK,"18° 48' 18.03"" S","45° 16' 24.48"" E",Ankavandra Airport (Madagascar)
FMML,"19° 41' 12.12"" S","44° 32' 30.84"" E",Belo sur Tsiribihina Airport (Madagascar)
FMMN,"19° 33' 46.08"" S","45° 27' 2.89"" E",Miandrivazo Airport (Madagascar)
FMMO,"18° 2' 60.00"" S","44° 1' 58.80"" E",Maintirano Airport (Madagascar)
FMMQ,"19° 34' 58.80"" S","48° 48' 10.81"" E",Atsinanana Airport (Madagascar)
FMMR,"17° 51' 0.30"" S","44° 55' 13.68"" E",Morafenobe Airport (Madagascar)
FMMS,"17° 5' 38.04"" S","49° 48' 56.88"" E",Sainte Marie Airport (Madagascar)
FMMT,"18° 6' 34.20"" S","49° 23' 33.01"" E",Toamasina Airport (Madagascar)
FMMU,"17° 28' 33.96"" S","43° 58' 22.08"" E",Tambohorano Airport (Madagascar)
FMMV,"20° 17' 4.92"" S","44° 19' 3.36"" E",Morondava Airport (Madagascar)
FMMX,"18° 45' 34.84"" S","46° 3' 14.63"" E",Tsiroanomandidy Airport (Madagascar)
FMMY,"19° 22' 60.00"" S","48° 57' 0.00"" E",Vatomandry Airport (Madagascar)
FMMZ,"17° 47' 43.36"" S","48° 26' 33.30"" E",Ambatondrazaka Airport (Madagascar)
FMN,"36° 44' 28.50"" N","108° 13' 47.80"" W",Four Corners Regional Airport (United States)
FMNA,"12° 20' 57.84"" S","49° 17' 30.11"" E",Arrachart Airport (Madagascar)
FMNC,"16° 9' 50.04"" S","49° 46' 25.68"" E",Mananara Nord Airport (Madagascar)
FMND,"14° 39' 6.12"" S","49° 37' 14.17"" E",Andapa Airport (Madagascar)
FMNE,"13° 11' 18.24"" S","48° 59' 16.80"" E",Ambilobe Airport (Madagascar)
FMNF,"15° 11' 60.00"" S","48° 28' 58.81"" E",Avaratra Airport (Madagascar)
FMNG,"15° 35' 3.43"" S","47° 37' 24.91"" E",Port Bergé Airport (Madagascar)
FMNH,"14° 59' 57.84"" S","50° 19' 12.73"" E",Antsirabato Airport (Madagascar)
FMNJ,"13° 38' 44.54"" S","48° 27' 33.94"" E",Ambanja Airport (Madagascar)
FMNL,"14° 37' 46.92"" S","47° 45' 49.69"" E",Analalava Airport (Madagascar)
FMNM,"15° 40' 0.63"" S","46° 21' 4.44"" E",Amborovy Airport (Madagascar)
FMNN,"13° 18' 43.56"" S","48° 18' 53.28"" E",Fascene Airport (Madagascar)
FMNO,"16° 6' 6.09"" S","45° 21' 31.81"" E",Soalala Airport (Madagascar)
FMNP,"16° 4' 20.17"" S","47° 38' 38.99"" E",Mampikony Airport (Madagascar)
FMNQ,"16° 44' 40.31"" S","44° 28' 56.94"" E",Besalampy Airport (Madagascar)
FMNR,"15° 26' 12.12"" S","49° 41' 17.88"" E",Maroantsetra Airport (Madagascar)
FMNS,"14° 16' 42.96"" S","50° 10' 28.93"" E",Sambava Airport (Madagascar)
FMNT,"16° 45' 3.83"" S","47° 37' 8.46"" E",Tsaratanana Airport (Madagascar)
FMNV,"13° 22' 32.88"" S","50° 0' 10.08"" E",Vohimarina Airport (Madagascar)
FMNW,"14° 53' 55.68"" S","47° 59' 38.04"" E",Ambalabe Airport (Madagascar)
FMNX,"15° 49' 58.98"" S","48° 49' 59.82"" E",Mandritsara Airport (Madagascar)
FMO,"52° 8' 4.57"" N","7° 41' 5.39"" E",Münster Osnabrück International Airport (Germany)
FMSB,"21° 36' 25.14"" S","45° 8' 9.67"" E",Antsoa Airport (Madagascar)
FMSC,"21° 2' 46.70"" S","44° 56' 25.48"" E",Mandabe Airport (Madagascar)
FMSD,"25° 2' 17.16"" S","46° 57' 21.96"" E",Tôlanaro Airport (Madagascar)
FMSF,"21° 26' 29.76"" S","47° 6' 42.11"" E",Fianarantsoa Airport (Madagascar)
FMSG,"22° 48' 19.08"" S","47° 49' 14.15"" E",Farafangana Airport (Madagascar)
FMSI,"22° 24' 16.99"" S","46° 9' 53.77"" E",Ihosy Airport (Madagascar)
FMSJ,"21° 25' 33.98"" S","44° 18' 59.43"" E",Manja Airport (Madagascar)
FMSK,"22° 7' 10.92"" S","48° 1' 18.13"" E",Manakara Airport (Madagascar)
FMSL,"24° 14' 8.50"" S","45° 18' 16.30"" E",Bekily Airport (Madagascar)
FMSM,"21° 12' 6.48"" S","48° 21' 29.88"" E",Mananjary Airport (Madagascar)
FMSN,"21° 42' 0.00"" S","43° 43' 58.81"" E",Samangoky Airport (Madagascar)
FMSR,"21° 45' 14.04"" S","43° 22' 31.80"" E",Morombe Airport (Madagascar)
FMST,"23° 23' 0.24"" S","43° 43' 42.60"" E",Toliara Airport (Madagascar)
FMSV,"23° 43' 58.80"" S","44° 23' 20.40"" E",Betioky Airport (Madagascar)
FMSY,"24° 41' 58.92"" S","44° 44' 3.12"" E",Ampanihy Airport (Madagascar)
FMSZ,"22° 17' 47.19"" S","44° 31' 53.53"" E",Ankazoabo Airport (Madagascar)
FMY,"26° 35' 11.80"" N","81° 51' 47.70"" W",Page Field (United States)
FMZ,"40° 35' 9.95"" N","97° 34' 23.29"" W",Fairmont State Airfield (United States)
FNAM,"7° 51' 43.99"" S","13° 6' 57.96"" E",Ambriz Airport (Angola)
FNB,"53° 36' 7.92"" N","13° 18' 21.60"" E",Neubrandenburg Airport (Germany)
FNBC,"6° 16' 11.64"" S","14° 14' 49.20"" E",Mbanza Congo Airport (Angola)
FNBG,"12° 36' 32.40"" S","13° 24' 13.32"" E",Benguela Airport (Gen. V. Deslandes Airport) (Angola)
FNC,"32° 41' 52.44"" N","16° 46' 28.20"" W",Madeira Airport (Portugal)
FNCA,"5° 35' 49.16"" S","12° 11' 18.24"" E",Cabinda Airport (Angola)
FNCF,"8° 47' 1.00"" S","17° 59' 22.92"" E",Cafunfo Airport (Angola)
FNCH,"7° 21' 32.00"" S","20° 48' 16.92"" E",Chitato Airport (Angola)
FNCT,"12° 28' 45.12"" S","13° 29' 12.84"" E",Catumbela Airport (Angola)
FNCV,"15° 9' 37.08"" S","19° 9' 21.96"" E",Cuito Cuanavale Airport (Angola)
FNCX,"8° 22' 24.99"" S","18° 55' 24.96"" E",Camaxilo Airport (Angola)
FNCZ,"11° 53' 35.16"" S","22° 54' 59.04"" E",Cazombo Airport (Angola)
FNDU,"7° 24' 3.20"" S","20° 49' 6.60"" E",Dundo Airport (Angola)
FNG,"12° 1' 58.80"" N","0° 20' 60.00"" E",Fada N'gourma Airport (Burkina Faso)
FNGI,"17° 2' 36.60"" S","15° 41' 1.68"" E",Ngjiva Pereira Airport (Angola)
FNH,"9° 34' 58.80"" N","37° 20' 59.99"" E",Fincha Airport (Ethiopia)
FNHU,"12° 48' 32.04"" S","15° 45' 37.80"" E",Nova Lisboa Airport (Angola)
FNI,"43° 45' 26.64"" N","4° 24' 58.86"" E",Garons Airport (France)
FNJ,"39° 13' 26.75"" N","125° 40' 11.99"" E",Sunan International Airport (China)
FNKU,"12° 24' 16.56"" S","16° 56' 50.64"" E",Kuito Airport (Angola)
FNL,"40° 27' 6.58"" N","105° 0' 40.81"" W",Fort Collins-Loveland Municipal Airport (United States)
FNLU,"8° 51' 30.13"" S","13° 13' 52.32"" E",Quatro De Fevereiro Airport (Angola)
FNMA,"9° 31' 30.32"" S","16° 18' 44.64"" E",Malanje Airport (Angola)
FNME,"14° 39' 27.36"" S","17° 43' 11.28"" E",Menongue Airport (Angola)
FNMO,"15° 15' 40.32"" S","12° 8' 48.48"" E",Namibe Airport (Angola)
FNNG,"7° 45' 16.24"" S","15° 17' 15.72"" E",Negage Airport (Angola)
FNPA,"10° 43' 19.20"" S","13° 45' 55.80"" E",Porto Amboim Airport (Angola)
FNSA,"9° 41' 20.65"" S","20° 25' 54.84"" E",Saurimo Airport (Angola)
FNSO,"6° 8' 27.92"" S","12° 22' 18.48"" E",Soyo Airport (Angola)
FNSU,"11° 10' 4.44"" S","13° 50' 51.00"" E",Sumbe Airport (Angola)
FNT,"42° 57' 55.53"" N","83° 44' 37.07"" W",Bishop International Airport (United States)
FNUA,"10° 42' 56.88"" S","22° 13' 51.96"" E",Luau Airport (Angola)
FNUB,"14° 55' 28.92"" S","13° 34' 30.00"" E",Lubango Airport (Angola)
FNUE,"11° 46' 5.16"" S","19° 53' 51.72"" E",Luena Airport (Angola)
FNUG,"7° 36' 11.05"" S","15° 1' 40.08"" E",Uige Airport (Angola)
FNWK,"11° 25' 35.04"" S","15° 6' 5.04"" E",Waco Kungo Airport (Angola)
FNXA,"16° 45' 19.44"" S","14° 57' 55.08"" E",Xangongo Airport (Angola)
FNZE,"7° 15' 33.98"" S","12° 51' 47.16"" E",N'Zeto Airport (Angola)
FOA,"60° 7' 15.59"" N","2° 3' 7.20"" W",Foula Airfield (United Kingdom)
FOC,"25° 56' 6.36"" N","119° 39' 46.81"" E",Fuzhou Changle International Airport (China)
FOD,"42° 33' 5.24"" N","94° 11' 33.18"" W",Fort Dodge Regional Airport (United States)
FOE,"38° 57' 3.40"" N","95° 39' 49.00"" W",Forbes Field (United States)
FOG,"41° 25' 58.44"" N","15° 32' 6.00"" E",Foggia / Gino Lisa Airport (Italy)
FOGB,"0° 6' 0.00"" S","11° 56' 60.00"" E",Booue Airport (Gabon)
FOGE,"2° 24' 0.00"" S","11° 22' 1.20"" E",Ndende Airport (Gabon)
FOGF,"1° 16' 58.80"" S","10° 37' 1.20"" E",Fougamou Airport (Gabon)
FOGG,"1° 52' 58.80"" S","11° 55' 58.80"" E",M'Bigou Airport (Gabon)
FOGI,"2° 25' 58.80"" S","11° 0' 0.00"" E",Moabi Airport (Gabon)
FOGJ,"0° 10' 58.80"" S","10° 45' 0.00"" E",Ville Airport (Gabon)
FOGK,"1° 11' 4.60"" S","12° 26' 28.68"" E",Koulamoutou Airport (Gabon)
FOGM,"1° 50' 42.50"" S","11° 3' 24.12"" E",Mouilla Ville Airport (Gabon)
FOGO,"1° 32' 35.20"" N","11° 34' 53.04"" E",Oyem Airport (Gabon)
FOGQ,"0° 39' 54.77"" S","13° 40' 23.16"" E",Okondja Airport (Gabon)
FOGR,"0° 42' 15.80"" S","10° 14' 44.52"" E",Lambarene Airport (Gabon)
FOGV,"2° 9' 0.00"" N","12° 7' 58.80"" E",Minvoul Airport (Gabon)
FOK,"40° 50' 37.16"" N","72° 37' 54.44"" W",Francis S. Gabreski Airport (United States)
FOM,"5° 38' 12.91"" N","10° 45' 2.88"" E",Foumban Nkounja Airport (Cameroon)
FON,"10° 28' 40.80"" N","84° 38' 4.19"" W",La Fortuna Airport (Costa Rica)
FOOB,"2° 4' 32.30"" N","11° 29' 35.52"" E",Bitam Airport (Gabon)
FOOD,"1° 31' 58.80"" S","13° 16' 1.20"" E",Moanda Airport (Gabon)
FOOE,"1° 1' 1.20"" N","13° 55' 58.80"" E",Mekambo Airport (Gabon)
FOOG,"0° 42' 42.26"" S","8° 45' 15.77"" E",Port Gentil Airport (Gabon)
FOOH,"1° 34' 29.03"" S","9° 15' 45.68"" E",Omboue Hopital Airport (Gabon)
FOOK,"0° 34' 45.16"" N","12° 53' 27.24"" E",Makokou Airport (Gabon)
FOOL,"0° 27' 30.96"" N","9° 24' 44.21"" E",Leon M'Ba International Airport (Gabon)
FOOM,"0° 46' 58.80"" N","11° 33' 0.00"" E",Mitzic Airport (Gabon)
FOON,"1° 39' 22.18"" S","13° 26' 16.80"" E",M'Vengue El Hadj Omar Bongo Ondimba International Airport (Gabon)
FOOR,"0° 49' 36.00"" S","12° 44' 54.96"" E",Lastourville Airport (Gabon)
FOOS,"2° 31' 58.80"" S","9° 46' 1.20"" E",Sette Cama Airport (Gabon)
FOOT,"2° 50' 60.00"" S","11° 1' 1.20"" E",Tchibanga Airport (Gabon)
FOOY,"3° 27' 30.31"" S","10° 40' 26.67"" E",Mayumba Airport (Gabon)
FOR,"3° 46' 34.61"" S","38° 31' 57.36"" W",Pinto Martins International Airport (Brazil)
FOS,"30° 50' 17.16"" S","128° 6' 54.02"" E",Forrest Airport (Australia)
FOT,"32° 12' 15.12"" S","152° 28' 44.41"" E",Forster (Wallis Is) Airport (Australia)
FOU,"1° 16' 58.80"" S","10° 37' 1.20"" E",Fougamou Airport (Gabon)
FOZ,"47° 46' 58.20"" N","93° 39' 0.70"" W",Bigfork Municipal Airport (United States)
FPK,"42° 34' 28.23"" N","84° 48' 41.15"" W",Fitch H. Beach Airport (United States)
FPO,"26° 33' 31.32"" N","78° 41' 44.17"" W",Grand Bahama International Airport (Bahamas)
FPPR,"1° 39' 46.58"" N","7° 24' 42.26"" E",Principe Airport (Sao Tome and Principe)
FPR,"27° 29' 42.20"" N","80° 22' 5.80"" W",St. Lucie County International Airport (United States)
FPST,"0° 22' 41.43"" N","6° 42' 43.74"" E",São_Tomé_International_Airport (Sao Tome and Principe)
FPY,"30° 4' 9.48"" N","83° 34' 50.15"" W",Perry Foley Airport (United States)
FQAG,"16° 10' 54.73"" S","39° 56' 42.78"" E",Angoche Airport (Mozambique)
FQBR,"19° 47' 47.04"" S","34° 54' 27.36"" E",Beira Airport (Mozambique)
FQCB,"14° 48' 54.00"" S","36° 31' 48.00"" E",Cuamba Airport (Mozambique)
FQCH,"19° 9' 4.68"" S","33° 25' 44.40"" E",Chimoio Airport (Mozambique)
FQD,"35° 25' 41.60"" N","81° 56' 6.28"" W",Rutherford County Airport (Marchman Field) (United States)
FQIA,"25° 59' 49.72"" S","32° 55' 45.67"" E",Inhaca Airport (Mozambique)
FQIN,"23° 52' 35.04"" S","35° 24' 30.60"" E",Inhambane Airport (Mozambique)
FQLC,"13° 16' 26.40"" S","35° 15' 58.68"" E",Lichinga Airport (Mozambique)
FQLU,"15° 1' 59.16"" S","40° 40' 18.12"" E",Lumbo Airport (Mozambique)
FQMA,"25° 55' 14.88"" S","32° 34' 21.36"" E",Maputo International Airport (Mozambique)
FQMD,"11° 40' 22.44"" S","39° 33' 47.16"" E",Mueda Airport (Mozambique)
FQMP,"11° 21' 42.48"" S","40° 21' 17.64"" E",Moçimboa da Praia Airport (Mozambique)
FQNC,"14° 29' 17.52"" S","40° 42' 43.92"" E",Nacala Airport (Mozambique)
FQNP,"15° 6' 20.16"" S","39° 16' 54.48"" E",Nampula Airport (Mozambique)
FQPB,"12° 59' 30.34"" S","40° 31' 26.45"" E",Pemba Airport (Mozambique)
FQQL,"17° 51' 19.80"" S","36° 52' 8.76"" E",Quelimane Airport (Mozambique)
FQTT,"16° 6' 17.28"" S","33° 38' 24.73"" E",Chingozi Airport (Mozambique)
FQVL,"22° 1' 6.24"" S","35° 18' 47.88"" E",Vilankulo Airport (Mozambique)
FQXA,"25° 2' 16.08"" S","33° 37' 38.64"" E",Xai-Xai Airport (Mozambique)
FRA,"50° 1' 35.05"" N","8° 32' 35.27"" E",Frankfurt Airport (Germany)
FRB,"33° 21' 48.97"" S","147° 56' 5.99"" E",Forbes Airport (Australia)
FRC,"20° 35' 31.92"" S","47° 22' 58.44"" W",Franca Airport (Brazil)
FRE,"8° 6' 27.00"" S","159° 34' 37.19"" E",Fera/Maringe Airport (Solomon Islands)
FRF,"52° 2' 17.00"" N","11° 12' 20.00"" E",Oschersleben Airport (Germany)
FRG,"40° 43' 43.61"" N","73° 24' 48.27"" W",Republic Airport (United States)
FRH,"38° 30' 22.40"" N","86° 38' 12.97"" W",French Lick Municipal Airport (United States)
FRI,"39° 3' 18.99"" N","96° 45' 52.03"" W",Marshall Army Airfield (Fort Riley) (United States)
FRK,"51° 20' 53.16"" N","0° 33' 32.00"" W",Fairoaks Airport (United Kingdom)
FRL,"44° 11' 41.28"" N","12° 4' 12.36"" E",Forlì Airport (Italy)
FRM,"43° 38' 38.20"" N","94° 24' 56.20"" W",Fairmont Municipal Airport (United States)
FRN,"61° 15' 59.04"" N","149° 39' 10.80"" W",Bryant Army Heliport (United States)
FRO,"61° 35' 0.96"" N","5° 1' 28.99"" E",Florø Airport (Norway)
FRR,"38° 55' 3.12"" N","78° 15' 12.65"" W",Front Royal-Warren County Airport (United States)
FRS,"16° 54' 49.68"" N","89° 51' 59.05"" W",Mundo Maya International Airport (Guatemala)
FRT,"41° 7' 1.20"" S","73° 3' 0.01"" W",El Avellano Airport (Chile)
FRU,"43° 3' 40.67"" N","74° 28' 39.36"" E",Manas International Airport (Kyrgyzstan)
FRW,"21° 9' 34.56"" S","27° 28' 28.20"" E",Francistown Airport (Botswana)
FRZ,"51° 6' 52.56"" N","9° 17' 9.60"" E",Fritzlar Airport (Germany)
FSC,"41° 30' 2.16"" N","9° 5' 52.01"" E",Sud Corse Airport (France)
FSD,"43° 34' 55.25"" N","96° 44' 30.89"" W",Joe Foss Field (United States)
FSE,"47° 35' 34.15"" N","95° 46' 24.60"" W",Fosston Municipal Airport (United States)
FSI,"34° 38' 59.40"" N","98° 24' 7.80"" W",Henry Post AAF (Fort Sill) (United States)
FSK,"37° 47' 54.10"" N","94° 46' 9.70"" W",Fort Scott Municipal Airport (United States)
FSM,"35° 20' 11.70"" N","94° 22' 2.80"" W",Fort Smith Regional Airport (United States)
FSO,"44° 56' 25.01"" N","73° 5' 50.86"" W",Franklin County State Airport (United States)
FSP,"46° 45' 46.44"" N","56° 10' 23.16"" W",Saint Pierre Airport (France)
FSS,"57° 38' 57.84"" N","3° 33' 38.30"" W",RAF Kinloss (United Kingdom)
FST,"30° 54' 54.90"" N","102° 54' 46.00"" W",Fort Stockton-Pecos County Airport (United States)
FSU,"34° 29' 0.24"" N","104° 13' 1.91"" W",Fort Sumner Municipal Airport (United States)
FSW,"40° 39' 33.35"" N","91° 19' 36.54"" W",Fort Madison Municipal Airport (United States)
FSZ,"34° 47' 45.76"" N","138° 11' 15.91"" E",Mt. Fuji Shizuoka Airport (Japan)
FTA,"19° 30' 59.04"" S","170° 13' 55.18"" E",Futuna Airport (Vanuatu)
FTE,"50° 16' 49.08"" S","72° 3' 11.16"" W",El Calafate Airport (Argentina)
FTG,"39° 47' 6.90"" N","104° 32' 35.30"" W",Front Range Airport (United States)
FTK,"37° 54' 25.41"" N","85° 58' 19.58"" W",Godman Army Airfield (United States)
FTT,"38° 50' 17.18"" N","92° 0' 9.33"" W",Elton Hensley Memorial Airport (United States)
FTTA,"9° 8' 39.98"" N","18° 22' 27.84"" E",Sarh Airport (Chad)
FTTB,"10° 17' 17.16"" N","15° 22' 51.96"" E",Bongor Airport (Chad)
FTTC,"13° 50' 49.20"" N","20° 50' 39.48"" E",Abéché Airport (Chad)
FTTD,"8° 37' 27.87"" N","16° 4' 17.04"" E",Moundou Airport (Chad)
FTTH,"9° 23' 60.00"" N","16° 17' 60.00"" E",Lai Airport (Chad)
FTTI,"13° 14' 20.04"" N","18° 18' 47.88"" E",Ati Airport (Chad)
FTTJ,"12° 8' 1.32"" N","15° 2' 2.40"" E",N'Djamena Airport (Chad)
FTTK,"12° 22' 58.80"" N","17° 4' 1.20"" E",Bokoro Airport (Chad)
FTTL,"13° 26' 35.88"" N","14° 44' 21.84"" E",Bol Airport (Chad)
FTTM,"12° 10' 1.20"" N","18° 40' 30.00"" E",Mongo Airport (Chad)
FTTN,"11° 2' 2.40"" N","20° 16' 26.40"" E",Am Timan Airport (Chad)
FTTP,"9° 22' 41.02"" N","14° 55' 30.00"" E",Pala Airport (Chad)
FTTS,"10° 28' 58.80"" N","16° 43' 1.20"" E",Bousso Airport (Chad)
FTTU,"14° 8' 47.32"" N","15° 18' 55.04"" E",Mao Airport (Chad)
FTTY,"17° 55' 1.56"" N","19° 6' 39.96"" E",Faya Largeau Airport (Chad)
FTU,"25° 2' 17.16"" S","46° 57' 21.96"" E",Tôlanaro Airport (Madagascar)
FTW,"32° 49' 11.20"" N","97° 21' 44.80"" W",Fort Worth Meacham International Airport (United States)
FTX,"0° 31' 52.86"" S","15° 57' 0.36"" E",Owando Airport (Congo)
FTY,"33° 46' 44.90"" N","84° 31' 16.90"" W",Fulton County Airport (Georgia) (Brown Field) (United States)
FUE,"28° 27' 9.72"" N","13° 51' 49.68"" W",El Matorral Airport (Spain)
FUJ,"32° 39' 58.57"" N","128° 49' 58.11"" E",Goto-Fukue Airport (Japan)
FUK,"33° 35' 9.24"" N","130° 27' 3.61"" E",Fukuoka Airport (Japan)
FUL,"33° 52' 19.25"" N","117° 58' 47.22"" W",Fullerton Municipal Airport (United States)
FUN,"8° 31' 30.00"" S","179° 11' 45.60"" E",Funafuti International Airport (Tuvalu)
FUO,"23° 4' 59.88"" N","113° 4' 12.00"" E",Foshan Shadi Airport (China)
FUT,"14° 18' 41.04"" S","178° 3' 57.58"" W",Pointe Vele Airport (Wallis and Futuna)
FVBU,"20° 1' 2.64"" S","28° 37' 4.44"" E",Joshua Mqabuko Nkomo International Airport (Zimbabwe)
FVCH,"20° 12' 24.12"" S","32° 37' 41.88"" E",Chipinge Airport (Zimbabwe)
FVCZ,"21° 0' 29.16"" S","31° 34' 42.96"" E",Buffalo Range Airport (Zimbabwe)
FVE,"47° 17' 7.81"" N","68° 18' 45.90"" W",Northern Aroostook Regional Airport (United States)
FVFA,"18° 5' 45.24"" S","25° 50' 20.40"" E",Victoria Falls Airport (Zimbabwe)
FVHA,"17° 55' 54.48"" S","31° 5' 34.08"" E",Harare International Airport (Zimbabwe)
FVKB,"16° 31' 11.28"" S","28° 53' 6.00"" E",Kariba International Airport (Zimbabwe)
FVL,"18° 16' 59.88"" S","128° 25' 1.23"" E",Flora Valley Airport (Australia)
FVM,"0° 18' 35.00"" S","73° 26' 6.00"" E",Fuvahmulah Airport (Maldives)
FVMU,"18° 59' 51.00"" S","32° 37' 37.92"" E",Mutare Airport (Zimbabwe)
FVMV,"20° 3' 19.08"" S","30° 51' 32.76"" E",Masvingo International Airport (Zimbabwe)
FVTL,"19° 26' 11.04"" S","29° 51' 42.84"" E",Thornhill Air Base (Zimbabwe)
FVWN,"18° 37' 47.64"" S","27° 1' 15.60"" E",Hwange National Park Airport (Zimbabwe)
FVWT,"18° 21' 45.00"" S","26° 31' 0.12"" E",Hwange Airport (Zimbabwe)
FVX,"37° 21' 27.10"" N","78° 26' 16.10"" W",Farmville Regional Airport (United States)
FWA,"40° 58' 42.50"" N","85° 11' 42.50"" W",Fort Wayne International Airport (United States)
FWC,"38° 22' 43.08"" N","88° 24' 45.55"" W",Fairfield Municipal Airport (United States)
FWCD,"10° 33' 0.00"" S","33° 47' 60.00"" E",Chelinda Airport (Malawi)
FWCL,"15° 40' 44.76"" S","34° 58' 26.40"" E",Chileka International Airport (Malawi)
FWCM,"14° 18' 24.84"" S","35° 7' 57.00"" E",Club Makokola Airport (Malawi)
FWDW,"12° 31' 5.88"" S","34° 7' 54.84"" E",Dwangwa Airport (Malawi)
FWKA,"9° 57' 12.85"" S","33° 53' 34.81"" E",Karonga Airport (Malawi)
FWKG,"13° 0' 52.56"" S","33° 28' 6.96"" E",Kasungu Airport (Malawi)
FWKI,"13° 47' 21.84"" S","33° 46' 51.59"" E",Lilongwe International Airport (Malawi)
FWL,"62° 30' 23.76"" N","153° 53' 38.39"" W",Farewell Airport (United States)
FWLK,"12° 4' 58.80"" S","34° 43' 58.81"" E",Likoma Island Airport (Malawi)
FWMG,"14° 28' 58.80"" S","35° 16' 1.19"" E",Mangochi Airport (Malawi)
FWMY,"14° 5' 0.96"" S","34° 55' 10.92"" E",Monkey Bay Airport (Malawi)
FWQ,"40° 12' 35.00"" N","79° 49' 53.20"" W",Rostraver Airport (United States)
FWS,"32° 33' 54.82"" N","97° 18' 29.08"" W",Fort Worth Spinks Airport (United States)
FWSM,"13° 45' 0.00"" S","34° 34' 58.80"" E",Salima Airport (Malawi)
FWUU,"11° 26' 40.92"" S","34° 0' 42.48"" E",Mzuzu Airport (Malawi)
FXE,"26° 11' 50.20"" N","80° 10' 14.54"" W",Fort Lauderdale Executive Airport (United States)
FXLK,"29° 53' 26.88"" S","28° 39' 20.16"" E",Lebakeng Airport (Lesotho)
FXLR,"28° 51' 20.16"" S","28° 3' 10.08"" E",Leribe Airport (Lesotho)
FXLS,"29° 46' 58.44"" S","28° 19' 0.12"" E",Lesobeng Airport (Lesotho)
FXMF,"29° 48' 3.96"" S","27° 14' 36.96"" E",Mafeteng Airport (Lesotho)
FXMK,"29° 16' 54.48"" S","29° 4' 22.08"" E",Mokhotlong Airport (Lesotho)
FXMM,"29° 27' 44.28"" S","27° 33' 9.00"" E",Moshoeshoe I International Airport (Lesotho)
FXNK,"30° 1' 18.12"" S","28° 11' 48.84"" E",Nkaus Airport (Lesotho)
FXO,"14° 48' 54.00"" S","36° 31' 48.00"" E",Cuamba Airport (Mozambique)
FXPG,"29° 7' 14.16"" S","28° 30' 19.08"" E",Pelaneng Airport (Lesotho)
FXQG,"30° 24' 27.00"" S","27° 41' 35.88"" E",Quthing Airport (Lesotho)
FXQN,"30° 6' 42.12"" S","28° 40' 18.84"" E",Qacha's Nek Airport (Lesotho)
FXSH,"29° 43' 51.24"" S","28° 46' 8.04"" E",Sehonghong Airport (Lesotho)
FXSK,"30° 2' 20.04"" S","28° 22' 13.08"" E",Sekakes Airport (Lesotho)
FXSM,"29° 50' 18.96"" S","28° 3' 36.00"" E",Semonkong Airport (Lesotho)
FXSS,"29° 16' 3.36"" S","28° 33' 8.28"" E",Seshutes Airport (Lesotho)
FXTA,"29° 31' 22.08"" S","28° 36' 56.88"" E",Thaba-Tseka Airport (Lesotho)
FXTK,"29° 13' 58.80"" S","28° 52' 58.80"" E",Tlokoeng Airport (Lesotho)
